application_id,continent,applicant_country,visa_type,processing_center,application_date,decision_date,processing_days,applicant_age,education_level,has_job_experience,full_time_flag,case_status
APP04022,South America,Brazil,Work,New York,2022-04-25,2022-07-03,69,32,Diploma,Y,Y,Approved
APP04023,Africa,Ghana,Business,Mumbai,2020-04-17,2020-04-22,5,27,Bachelor's,Y,N,Withdrawn
APP04024,South America,Brazil,Student,Hyderabad,2024-12-25,2025-03-01,66,33,Master's,Y,Y,Approved
APP04025,Asia,Bangladesh,Business,New York,2020-07-07,2020-07-28,21,27,Bachelor's,Y,Y,Approved
APP04026,Asia,Bangladesh,Work,Sydney,2021-08-07,2021-10-27,81,36,Bachelor's,N,Y,Approved
APP04027,Europe,Germany,Student,Sydney,2019-10-31,2020-01-04,65,30,Bachelor's,Y,Y,Denied
APP04028,Europe,Spain,Family,Mumbai,2022-10-21,2023-01-19,90,21,High School,Y,N,Approved
APP04029,Oceania,Australia,Tourist,Bangalore,2022-09-22,2022-09-26,4,35,Bachelor's,N,Y,Approved
APP04030,Oceania,Australia,Work,Delhi,2023-10-18,2024-01-07,81,23,Master's,Y,Y,Approved
APP04031,Africa,Kenya,Work,Dubai,2021-06-22,2021-09-11,81,24,Bachelor's,Y,Y,Approved
APP04032,South America,Chile,Student,Sydney,2020-08-28,2020-12-12,106,30,Master's,Y,Y,Denied
APP04033,Oceania,New Zealand,Student,New York,2019-11-25,2020-02-16,83,28,Master's,Y,Y,Approved
APP04034,South America,Argentina,Business,Chennai,2022-02-05,2022-03-08,31,44,Bachelor's,Y,N,Approved
APP04035,North America,USA,Student,Dubai,2019-02-17,2019-04-20,62,21,Bachelor's,Y,N,Approved
APP04036,Asia,UAE,Research,Delhi,2019-05-05,2019-08-24,111,26,Master's,Y,Y,Denied
APP04037,Asia,Japan,Work,Dubai,2019-11-29,2020-02-24,87,26,Bachelor's,Y,Y,Approved
APP04038,Asia,UAE,Work,Toronto,2020-02-07,2020-05-24,107,33,PhD,Y,Y,Approved
APP04039,Africa,Ghana,Research,London,2019-08-23,2019-11-07,76,33,Diploma,Y,Y,Approved
APP04040,South America,Chile,Family,Delhi,2020-09-05,2020-12-12,98,26,Bachelor's,Y,Y,Approved
APP04041,North America,Canada,Business,Tokyo,2020-04-16,2020-05-13,27,44,Bachelor's,Y,Y,Approved
APP04042,Oceania,New Zealand,Tourist,Bangalore,2020-10-14,2020-11-14,31,30,Bachelor's,N,Y,Approved
APP04043,Asia,Bangladesh,Work,Berlin,2024-05-06,2024-07-30,85,30,PhD,Y,Y,Approved
APP04044,North America,Canada,Family,Dubai,2019-11-10,2020-02-03,85,29,Bachelor's,N,Y,Approved
APP04045,Europe,Germany,Tourist,Sydney,2019-06-23,2019-07-20,27,20,Master's,Y,Y,Withdrawn
APP04046,North America,Canada,Business,Delhi,2024-09-08,2024-09-27,19,22,Bachelor's,Y,Y,Approved
APP04047,Africa,Egypt,Student,Delhi,2019-07-20,2019-10-21,93,36,Master's,Y,Y,Approved
APP04048,Asia,UAE,Tourist,Hyderabad,2023-03-28,2023-05-08,41,23,PhD,N,N,Approved
APP04049,North America,Mexico,Tourist,Mumbai,2023-01-20,2023-01-30,10,27,Master's,Y,N,Approved
APP04050,South America,Chile,Tourist,Sydney,2020-09-06,2020-09-22,16,25,High School,Y,Y,Approved
APP04051,Africa,Egypt,Family,Mumbai,2021-08-23,2021-11-10,79,30,Diploma,Y,Y,Withdrawn
APP04052,Africa,Kenya,Tourist,Sydney,2021-07-22,2021-08-02,11,18,Master's,Y,Y,Denied
APP04053,North America,Canada,Research,Delhi,2023-02-08,2023-05-14,95,35,Bachelor's,N,Y,Approved
APP04054,North America,USA,Family,New York,2019-06-21,2019-09-10,81,27,Bachelor's,Y,N,Approved
APP04055,Oceania,Australia,Research,Toronto,2019-08-06,2019-12-11,127,27,Bachelor's,Y,Y,Approved
APP04056,Africa,Kenya,Work,New York,2024-02-28,2024-06-11,104,35,Bachelor's,Y,N,Denied
APP04057,Oceania,New Zealand,Student,Dubai,2024-11-23,2025-02-23,92,24,Bachelor's,Y,N,Approved
APP04058,Europe,Germany,Student,Delhi,2022-01-01,2022-02-27,57,31,Bachelor's,Y,Y,Approved
APP04059,Asia,India,Business,Bangalore,2024-12-05,2025-01-05,31,21,High School,N,N,Withdrawn
APP04060,Asia,Bangladesh,Family,Paris,2019-01-21,2019-04-07,76,33,High School,Y,N,Approved
APP04061,North America,Mexico,Research,Bangalore,2020-12-27,2021-04-08,102,23,Master's,N,Y,Approved
APP04062,Oceania,New Zealand,Business,Hyderabad,2024-10-13,2024-10-27,14,25,Master's,N,Y,Approved
APP04063,Europe,Italy,Research,Dubai,2021-02-07,2021-05-25,107,28,Diploma,Y,N,Approved
APP04064,Oceania,Australia,Business,Bangalore,2021-09-19,2021-10-06,17,35,Bachelor's,Y,N,Approved
APP04065,Europe,Netherlands,Student,Chennai,2023-06-27,2023-09-23,88,30,Master's,Y,Y,Approved
APP04066,Oceania,New Zealand,Research,Chennai,2024-11-06,2025-02-01,87,40,Master's,N,Y,Approved
APP04067,Oceania,New Zealand,Business,Bangalore,2020-10-11,2020-10-22,11,20,Bachelor's,N,Y,Denied
APP04068,Asia,China,Business,Dubai,2020-06-18,2020-07-02,14,39,Bachelor's,N,Y,Denied
APP04069,North America,Mexico,Research,Sydney,2023-10-31,2024-01-29,90,35,PhD,Y,N,Approved
APP04070,Europe,UK,Tourist,Dubai,2021-10-28,2021-11-18,21,40,Master's,Y,Y,Approved
APP04071,Asia,Pakistan,Student,New York,2022-04-09,2022-06-18,70,35,Bachelor's,N,N,Approved
APP04072,South America,Argentina,Work,London,2023-03-11,2023-06-17,98,30,Master's,N,Y,Approved
APP04073,North America,USA,Work,New York,2021-07-27,2021-09-27,62,28,Master's,Y,N,Approved
APP04074,South America,Chile,Tourist,London,2021-02-04,2021-02-11,7,31,Diploma,Y,N,Approved
APP04075,North America,USA,Research,Delhi,2019-12-13,2020-04-26,135,38,High School,Y,N,Approved
APP04076,Africa,Egypt,Tourist,New York,2022-02-20,2022-03-17,25,40,Master's,Y,N,Approved
APP04077,North America,Mexico,Family,Sydney,2024-08-31,2024-11-03,64,27,Master's,N,Y,Approved
APP04078,Asia,China,Research,Mumbai,2023-02-17,2023-05-23,95,26,Bachelor's,Y,N,Withdrawn
APP04079,Europe,Spain,Research,Sydney,2024-10-25,2025-02-04,102,18,Bachelor's,Y,N,Denied
APP04080,Europe,France,Tourist,Paris,2020-07-03,2020-07-19,16,26,Master's,N,Y,Approved
APP04081,Africa,Ghana,Research,Delhi,2022-10-24,2023-01-28,96,44,Diploma,N,N,Approved
APP04082,Asia,Japan,Research,Tokyo,2019-08-24,2019-12-14,112,36,Master's,Y,N,Approved
APP04083,North America,USA,Work,Hyderabad,2021-05-05,2021-08-28,115,37,Bachelor's,Y,N,Approved
APP04084,North America,USA,Family,Bangalore,2022-07-14,2022-09-23,71,29,High School,Y,N,Approved
APP04085,South America,Brazil,Business,Paris,2021-06-27,2021-07-08,11,30,Master's,Y,Y,Approved
APP04086,Europe,UK,Student,Mumbai,2024-02-06,2024-05-07,91,21,Bachelor's,N,N,Approved
APP04087,Oceania,New Zealand,Research,Dubai,2020-05-21,2020-09-14,116,28,Bachelor's,Y,N,Approved
APP04088,Oceania,Australia,Family,Hyderabad,2021-09-14,2021-12-06,83,25,Diploma,Y,N,Approved
APP04089,Oceania,Australia,Research,Tokyo,2021-03-21,2021-07-03,104,27,Bachelor's,Y,Y,Approved
APP04090,Africa,Kenya,Work,New York,2022-08-16,2022-11-21,97,31,Bachelor's,Y,Y,Approved
APP04091,Europe,UK,Business,Delhi,2019-11-11,2019-11-30,19,21,Bachelor's,Y,N,Denied
APP04092,Asia,Bangladesh,Family,Toronto,2022-09-03,2022-11-15,73,24,Master's,Y,Y,Approved
APP04093,Africa,Nigeria,Business,Sydney,2023-07-26,2023-08-14,19,30,Bachelor's,Y,Y,Denied
APP04094,Oceania,Australia,Student,Chennai,2021-05-04,2021-08-10,98,38,PhD,Y,Y,Approved
APP04095,Asia,India,Family,Mumbai,2022-10-02,2023-01-15,105,28,Bachelor's,N,Y,Withdrawn
APP04096,Africa,Nigeria,Family,Chennai,2024-11-15,2025-01-27,73,28,Bachelor's,Y,Y,Approved
APP04097,Asia,China,Research,New York,2022-09-29,2022-12-30,92,40,Bachelor's,N,N,Approved
APP04098,Africa,Egypt,Tourist,Paris,2022-03-07,2022-03-14,7,44,Master's,N,Y,Approved
APP04099,Oceania,Australia,Research,New York,2019-01-13,2019-04-22,99,22,Bachelor's,Y,Y,Approved
APP04100,Oceania,Australia,Business,London,2022-11-17,2022-12-09,22,33,Diploma,Y,Y,Denied
APP04101,Europe,UK,Student,Bangalore,2019-10-18,2019-12-25,68,18,Bachelor's,Y,N,Approved
APP04102,Asia,Bangladesh,Research,Dubai,2022-03-20,2022-06-15,87,31,Bachelor's,Y,Y,Approved
APP04103,Asia,Bangladesh,Tourist,Hyderabad,2021-08-05,2021-09-05,31,39,High School,Y,Y,Approved
APP04104,Africa,Ghana,Business,London,2019-04-19,2019-04-22,3,29,PhD,Y,N,Denied
APP04105,Oceania,Australia,Business,Hyderabad,2020-11-29,2020-12-18,19,30,Master's,N,Y,Approved
APP04106,South America,Brazil,Work,Berlin,2024-09-02,2024-12-02,91,25,Bachelor's,Y,N,Approved
APP04107,Europe,UK,Work,Toronto,2022-01-31,2022-05-08,97,31,Diploma,N,Y,Approved
APP04108,North America,Canada,Business,Mumbai,2020-01-13,2020-02-20,38,20,Master's,Y,Y,Approved
APP04109,North America,USA,Research,Paris,2022-04-19,2022-08-10,113,34,Diploma,Y,N,Approved
APP04110,Europe,Spain,Family,New York,2019-06-25,2019-09-07,74,28,Bachelor's,Y,Y,Approved
APP04111,North America,Mexico,Student,Dubai,2022-10-14,2022-12-20,67,21,Master's,Y,Y,Approved
APP04112,Europe,Italy,Business,New York,2023-11-19,2023-12-09,20,40,Diploma,Y,N,Denied
APP04113,South America,Brazil,Family,Paris,2020-01-29,2020-04-12,74,31,Bachelor's,N,Y,Approved
APP04114,Asia,UAE,Work,New York,2019-03-15,2019-07-07,114,32,High School,Y,N,Approved
APP04115,Asia,China,Student,Sydney,2021-04-12,2021-07-16,95,40,High School,Y,N,Approved
APP04116,North America,Canada,Business,Berlin,2019-12-29,2020-02-04,37,38,Diploma,Y,Y,Approved
APP04117,Asia,Pakistan,Work,Tokyo,2024-02-10,2024-05-30,110,29,Bachelor's,Y,Y,Approved
APP04118,Asia,Japan,Research,Hyderabad,2020-02-14,2020-05-09,85,25,Master's,Y,Y,Approved
APP04119,Europe,Germany,Tourist,London,2022-12-28,2023-02-03,37,18,Bachelor's,Y,N,Denied
APP04120,Asia,Pakistan,Family,Sydney,2021-01-21,2021-04-13,82,31,Bachelor's,Y,Y,Approved
APP04121,Africa,Ghana,Student,Toronto,2024-06-10,2024-08-27,78,30,Master's,N,N,Approved
APP04122,Africa,Ghana,Research,Chennai,2021-05-13,2021-08-09,88,22,Bachelor's,Y,Y,Approved
APP04123,Oceania,New Zealand,Tourist,Paris,2019-06-15,2019-07-15,30,22,Master's,Y,Y,Approved
APP04124,Asia,China,Tourist,Sydney,2019-01-21,2019-02-24,34,26,Master's,N,Y,Denied
APP04125,Oceania,New Zealand,Work,London,2022-05-07,2022-07-29,83,25,High School,N,Y,Approved
APP04126,Europe,Italy,Research,Sydney,2024-12-05,2025-03-06,91,31,High School,Y,Y,Approved
APP04127,Europe,Italy,Student,Hyderabad,2021-08-15,2021-10-27,73,32,Diploma,N,Y,Approved
APP04128,South America,Argentina,Family,Paris,2020-05-23,2020-07-23,61,28,PhD,Y,Y,Approved
APP04129,Asia,India,Research,London,2024-01-24,2024-04-24,91,25,Master's,N,Y,Approved
APP04130,South America,Chile,Student,Berlin,2019-07-14,2019-10-03,81,34,Bachelor's,Y,N,Approved
APP04131,Oceania,New Zealand,Family,Berlin,2019-09-23,2019-12-21,89,27,High School,Y,Y,Approved
APP04132,North America,Canada,Family,Chennai,2019-03-06,2019-05-27,82,30,Master's,N,N,Approved
APP04133,South America,Argentina,Tourist,Berlin,2020-11-09,2020-12-11,32,34,Bachelor's,Y,Y,Denied
APP04134,Africa,Ghana,Research,Berlin,2023-09-20,2023-12-23,94,28,Master's,Y,N,Approved
APP04135,Oceania,New Zealand,Research,Bangalore,2024-02-12,2024-05-08,86,30,Master's,N,N,Approved
APP04136,Asia,Bangladesh,Tourist,Chennai,2023-02-08,2023-02-21,13,23,Bachelor's,Y,N,Approved
APP04137,Oceania,New Zealand,Research,Berlin,2021-10-13,2022-02-09,119,26,Diploma,Y,Y,Withdrawn
APP04138,Europe,France,Family,Mumbai,2022-04-20,2022-07-28,99,22,High School,Y,Y,Approved
APP04139,Asia,Bangladesh,Tourist,Berlin,2021-03-07,2021-03-22,15,25,Bachelor's,Y,N,Approved
APP04140,Europe,Germany,Student,Chennai,2021-07-02,2021-09-28,88,26,Master's,N,N,Approved
APP04141,North America,USA,Business,New York,2019-08-13,2019-08-24,11,28,Master's,Y,Y,Approved
APP04142,Africa,Ghana,Research,Delhi,2024-04-21,2024-07-01,71,23,Bachelor's,N,Y,Approved
APP04143,Europe,Italy,Research,Mumbai,2024-02-16,2024-05-13,87,20,Bachelor's,Y,N,Approved
APP04144,Africa,Nigeria,Research,Toronto,2020-12-13,2021-03-19,96,39,Bachelor's,Y,Y,Approved
APP04145,South America,Brazil,Tourist,Sydney,2021-07-23,2021-08-08,16,30,Bachelor's,Y,N,Denied
APP04146,Oceania,Australia,Tourist,Tokyo,2023-01-21,2023-02-22,32,18,High School,Y,N,Approved
APP04147,South America,Brazil,Family,Chennai,2019-03-13,2019-06-07,86,34,Master's,N,Y,Approved
APP04148,North America,USA,Tourist,New York,2020-04-27,2020-05-06,9,26,Master's,Y,Y,Approved
APP04149,Europe,Netherlands,Family,Berlin,2023-11-14,2024-02-06,84,28,Bachelor's,Y,Y,Approved
APP04150,North America,USA,Family,Dubai,2020-08-26,2020-11-23,89,41,Master's,N,N,Approved
APP04151,Africa,Ghana,Tourist,Sydney,2020-08-23,2020-09-10,18,34,Master's,N,N,Denied
APP04152,Africa,South Africa,Student,Dubai,2023-04-16,2023-06-16,61,27,Bachelor's,N,Y,Approved
APP04153,Oceania,New Zealand,Tourist,New York,2019-10-26,2019-12-09,44,38,Master's,Y,N,Approved
APP04154,Europe,UK,Family,Toronto,2023-10-11,2023-12-28,78,35,Diploma,N,N,Approved
APP04155,Asia,UAE,Research,Chennai,2021-02-18,2021-05-01,72,25,Bachelor's,Y,Y,Approved
APP04156,Oceania,New Zealand,Family,London,2020-05-07,2020-08-21,106,34,PhD,Y,N,Approved
APP04157,North America,USA,Tourist,New York,2020-09-02,2020-09-19,17,31,High School,Y,Y,Approved
APP04158,Europe,Spain,Tourist,Sydney,2022-01-18,2022-02-26,39,30,PhD,Y,Y,Approved
APP04159,South America,Brazil,Student,Chennai,2024-05-13,2024-07-13,61,23,Master's,N,N,Approved
APP04160,Europe,UK,Student,Tokyo,2024-10-05,2025-01-12,99,18,Bachelor's,Y,Y,Denied
APP04161,Africa,Ghana,Business,New York,2019-09-14,2019-10-08,24,37,Master's,Y,Y,Denied
APP04162,Asia,India,Business,Sydney,2021-04-07,2021-04-27,20,24,Diploma,N,Y,Denied
APP04163,Asia,India,Research,Hyderabad,2022-10-03,2023-01-05,94,19,Master's,Y,Y,Approved
APP04164,Asia,India,Student,New York,2024-12-01,2025-02-13,74,32,Bachelor's,Y,Y,Approved
APP04165,Asia,Bangladesh,Research,Bangalore,2019-11-25,2020-03-04,100,43,High School,Y,N,Approved
APP04166,North America,Mexico,Family,Mumbai,2022-08-09,2022-11-15,98,34,High School,Y,Y,Approved
APP04167,Asia,Pakistan,Business,Dubai,2020-12-26,2021-01-13,18,27,Bachelor's,Y,Y,Withdrawn
APP04168,South America,Chile,Work,Berlin,2023-12-21,2024-03-19,89,19,Bachelor's,Y,Y,Approved
APP04169,South America,Argentina,Research,Chennai,2019-07-26,2019-10-27,93,28,Master's,N,Y,Approved
APP04170,South America,Argentina,Work,Tokyo,2022-02-20,2022-05-19,88,18,Master's,Y,Y,Approved
APP04171,North America,USA,Business,Toronto,2023-12-19,2024-01-11,23,23,PhD,Y,Y,Approved
APP04172,Oceania,New Zealand,Business,Chennai,2019-08-27,2019-09-09,13,28,Diploma,N,Y,Approved
APP04173,South America,Argentina,Work,Paris,2023-07-10,2023-09-16,68,37,Bachelor's,Y,N,Approved
APP04174,Africa,Kenya,Family,Chennai,2022-11-12,2023-01-18,67,26,Bachelor's,N,Y,Approved
APP04175,Asia,Bangladesh,Student,Paris,2024-07-08,2024-10-14,98,22,PhD,Y,Y,Approved
APP04176,South America,Chile,Business,New York,2019-07-15,2019-07-19,4,18,Master's,Y,N,Approved
APP04177,Europe,Spain,Research,Berlin,2019-10-01,2020-01-09,100,39,High School,N,Y,Approved
APP04178,North America,USA,Business,Sydney,2024-12-25,2025-01-29,35,31,PhD,N,Y,Approved
APP04179,North America,USA,Work,Hyderabad,2021-04-10,2021-07-26,107,37,Master's,Y,Y,Approved
APP04180,Africa,Kenya,Student,Chennai,2022-07-10,2022-10-07,89,34,PhD,N,N,Denied
APP04181,North America,Mexico,Work,Hyderabad,2022-11-13,2023-02-13,92,34,Bachelor's,N,Y,Approved
APP04182,Africa,Nigeria,Business,Sydney,2019-11-21,2019-12-02,11,35,Bachelor's,Y,Y,Denied
APP04183,Africa,Nigeria,Work,Chennai,2020-02-21,2020-05-31,100,24,Master's,N,Y,Approved
APP04184,Asia,Bangladesh,Work,Delhi,2023-04-05,2023-07-21,107,29,Bachelor's,Y,Y,Denied
APP04185,Asia,China,Business,Hyderabad,2024-10-03,2024-11-09,37,35,Bachelor's,Y,Y,Approved
APP04186,South America,Argentina,Work,Toronto,2024-07-23,2024-10-25,94,18,Master's,N,Y,Approved
APP04187,Oceania,New Zealand,Business,Mumbai,2021-02-18,2021-03-07,17,26,Bachelor's,Y,Y,Approved
APP04188,Europe,Italy,Student,Tokyo,2022-04-30,2022-07-22,83,30,Bachelor's,N,Y,Approved
APP04189,North America,Canada,Family,Delhi,2020-11-21,2021-02-10,81,22,High School,Y,Y,Approved
APP04190,Oceania,New Zealand,Student,Chennai,2023-06-09,2023-09-02,85,37,Master's,Y,Y,Approved
APP04191,North America,Mexico,Student,Mumbai,2023-11-02,2024-01-27,86,40,Bachelor's,Y,Y,Denied
APP04192,North America,Canada,Student,Hyderabad,2024-01-25,2024-04-03,69,19,High School,N,Y,Approved
APP04193,Europe,Netherlands,Tourist,Mumbai,2023-06-20,2023-07-10,20,36,Bachelor's,Y,Y,Denied
APP04194,Africa,Ghana,Student,Chennai,2024-03-12,2024-05-06,55,32,High School,Y,Y,Approved
APP04195,South America,Argentina,Research,Sydney,2020-11-28,2021-03-14,106,46,Master's,Y,N,Approved
APP04196,Europe,UK,Student,Chennai,2020-01-13,2020-04-06,84,29,Diploma,Y,Y,Approved
APP04197,Africa,Ghana,Family,Chennai,2020-02-24,2020-05-03,69,30,Bachelor's,Y,N,Approved
APP04198,South America,Brazil,Tourist,Sydney,2023-09-16,2023-10-17,31,20,High School,Y,Y,Approved
APP04199,Europe,Spain,Family,London,2024-07-05,2024-09-28,85,33,Bachelor's,N,N,Approved
APP04200,South America,Chile,Family,Toronto,2021-08-15,2021-10-15,61,41,Master's,Y,Y,Approved
APP04201,Africa,Kenya,Family,Hyderabad,2020-04-15,2020-06-30,76,25,Master's,Y,Y,Approved
APP04202,Oceania,Australia,Family,Tokyo,2022-07-28,2022-12-03,128,38,Bachelor's,N,Y,Approved
APP04203,Africa,Nigeria,Tourist,Hyderabad,2024-01-16,2024-02-24,39,23,Bachelor's,Y,Y,Approved
APP04204,South America,Brazil,Business,Dubai,2023-10-22,2023-10-25,3,40,Master's,N,Y,Approved
APP04205,Africa,Nigeria,Business,Toronto,2019-09-08,2019-09-11,3,27,Master's,N,Y,Approved
APP04206,Africa,Egypt,Work,New York,2024-10-23,2025-02-03,103,19,Master's,Y,Y,Approved
APP04207,Europe,UK,Tourist,Dubai,2019-01-10,2019-03-11,60,34,Bachelor's,N,Y,Approved
APP04208,Africa,Ghana,Work,Mumbai,2020-12-01,2021-03-03,92,28,Bachelor's,Y,N,Denied
APP04209,Europe,Germany,Research,London,2022-09-05,2022-12-10,96,35,High School,Y,Y,Approved
APP04210,South America,Brazil,Student,New York,2023-02-08,2023-05-09,90,31,Bachelor's,Y,Y,Denied
APP04211,Asia,Japan,Family,Toronto,2020-03-05,2020-05-23,79,25,Diploma,N,Y,Approved
APP04212,South America,Argentina,Business,Berlin,2020-09-07,2020-10-03,26,28,Diploma,Y,Y,Withdrawn
APP04213,South America,Brazil,Family,Tokyo,2020-12-14,2021-03-24,100,38,Bachelor's,Y,Y,Approved
APP04214,Asia,Bangladesh,Work,London,2023-06-18,2023-09-14,88,32,Master's,Y,N,Approved
APP04215,Africa,Ghana,Student,Sydney,2024-12-28,2025-03-04,66,18,Master's,N,Y,Approved
APP04216,South America,Argentina,Work,New York,2022-03-28,2022-07-15,109,18,Bachelor's,N,N,Approved
APP04217,Oceania,Australia,Work,Chennai,2019-06-04,2019-08-31,88,32,Master's,Y,Y,Approved
APP04218,North America,USA,Family,Paris,2021-07-30,2021-11-04,97,32,Bachelor's,Y,Y,Approved
APP04219,South America,Chile,Business,Paris,2021-10-24,2021-11-19,26,28,Bachelor's,Y,Y,Approved
APP04220,Oceania,New Zealand,Research,Chennai,2022-05-06,2022-08-01,87,34,PhD,Y,Y,Approved
APP04221,Oceania,New Zealand,Research,Berlin,2024-09-28,2025-01-08,102,32,Diploma,N,Y,Approved
APP04222,Oceania,Australia,Research,Mumbai,2022-03-07,2022-06-26,111,35,Master's,N,N,Approved
APP04223,North America,Canada,Research,Sydney,2024-09-09,2025-01-03,116,20,Master's,Y,Y,Denied
APP04224,Africa,Nigeria,Research,Tokyo,2023-12-13,2024-03-20,98,33,Diploma,Y,Y,Approved
APP04225,Asia,Japan,Work,Hyderabad,2023-07-04,2023-10-24,112,33,Diploma,Y,N,Denied
APP04226,Africa,Egypt,Business,Hyderabad,2021-02-03,2021-03-09,34,27,Bachelor's,Y,Y,Approved
APP04227,Asia,Bangladesh,Business,Bangalore,2023-04-08,2023-05-08,30,39,High School,Y,Y,Approved
APP04228,Asia,Bangladesh,Student,Paris,2024-03-04,2024-06-06,94,25,High School,Y,Y,Approved
APP04229,Africa,Ghana,Family,Toronto,2023-04-24,2023-07-11,78,33,Bachelor's,N,Y,Approved
APP04230,Oceania,Australia,Family,Berlin,2023-11-23,2024-02-18,87,31,Bachelor's,Y,N,Approved
APP04231,Oceania,New Zealand,Research,Chennai,2020-06-14,2020-09-17,95,26,Bachelor's,Y,Y,Approved
APP04232,North America,Mexico,Family,Hyderabad,2024-07-16,2024-09-24,70,30,Bachelor's,N,Y,Approved
APP04233,South America,Brazil,Research,Sydney,2022-07-27,2022-10-20,85,26,Master's,Y,Y,Approved
APP04234,South America,Chile,Student,New York,2021-02-01,2021-04-05,63,27,Diploma,Y,Y,Approved
APP04235,South America,Chile,Work,London,2019-08-01,2019-10-22,82,25,Bachelor's,N,N,Approved
APP04236,South America,Argentina,Student,Tokyo,2023-01-16,2023-03-28,71,21,Bachelor's,Y,Y,Approved
APP04237,Africa,Egypt,Research,Berlin,2022-09-21,2023-01-08,109,30,Bachelor's,Y,N,Approved
APP04238,South America,Argentina,Family,Delhi,2019-05-06,2019-07-15,70,22,Master's,N,Y,Approved
APP04239,South America,Brazil,Work,Bangalore,2020-12-21,2021-03-12,81,27,Master's,Y,Y,Approved
APP04240,South America,Argentina,Tourist,Bangalore,2021-10-25,2021-11-19,25,29,Master's,Y,N,Approved
APP04241,Europe,Spain,Business,Toronto,2023-06-03,2023-06-25,22,23,Bachelor's,Y,N,Approved
APP04242,Europe,Germany,Tourist,Berlin,2022-04-19,2022-05-11,22,23,Bachelor's,Y,N,Approved
APP04243,Europe,Netherlands,Work,Tokyo,2020-06-29,2020-10-24,117,33,Bachelor's,Y,N,Approved
APP04244,South America,Chile,Research,Berlin,2022-01-07,2022-04-09,92,24,Master's,Y,N,Approved
APP04245,Africa,Kenya,Work,Sydney,2020-02-27,2020-06-12,106,18,Bachelor's,Y,N,Approved
APP04246,North America,Canada,Work,Bangalore,2019-11-23,2020-02-26,95,30,High School,Y,Y,Denied
APP04247,South America,Chile,Tourist,Chennai,2024-12-23,2025-01-20,28,37,High School,Y,N,Denied
APP04248,North America,Mexico,Business,Chennai,2022-11-07,2022-11-20,13,29,Master's,Y,N,Approved
APP04249,Africa,Kenya,Family,Chennai,2023-07-12,2023-09-15,65,25,Master's,Y,Y,Approved
APP04250,Oceania,Australia,Research,Hyderabad,2022-11-07,2023-02-23,108,46,Bachelor's,N,Y,Approved
APP04251,Oceania,New Zealand,Student,Hyderabad,2024-08-28,2024-11-30,94,27,Bachelor's,Y,N,Approved
APP04252,Asia,Bangladesh,Research,New York,2023-02-21,2023-06-19,118,34,High School,Y,N,Approved
APP04253,North America,USA,Research,Toronto,2024-10-26,2025-02-18,115,31,Diploma,Y,N,Denied
APP04254,North America,Canada,Family,London,2019-03-06,2019-06-03,89,36,Master's,N,Y,Approved
APP04255,Oceania,New Zealand,Business,Dubai,2022-03-22,2022-03-30,8,25,Bachelor's,Y,Y,Approved
APP04256,North America,USA,Student,Hyderabad,2022-06-09,2022-09-30,113,28,Master's,N,Y,Approved
APP04257,South America,Chile,Student,Tokyo,2024-09-29,2024-12-25,87,29,Bachelor's,Y,N,Approved
APP04258,Oceania,Australia,Student,Toronto,2024-06-06,2024-09-11,97,28,Bachelor's,N,N,Approved
APP04259,Europe,UK,Work,Sydney,2022-09-28,2022-12-29,92,27,Bachelor's,N,N,Approved
APP04260,Oceania,Australia,Tourist,Dubai,2019-06-04,2019-06-19,15,32,Master's,N,Y,Approved
APP04261,Asia,Japan,Work,New York,2022-06-13,2022-09-16,95,24,High School,Y,N,Approved
APP04262,Asia,Japan,Tourist,Toronto,2020-03-16,2020-04-07,22,45,Bachelor's,N,N,Denied
APP04263,North America,Canada,Work,Mumbai,2021-06-06,2021-09-16,102,36,Bachelor's,Y,Y,Denied
APP04264,South America,Brazil,Tourist,Berlin,2021-05-28,2021-06-22,25,38,Bachelor's,Y,Y,Approved
APP04265,Africa,Egypt,Research,Sydney,2020-02-03,2020-05-22,109,29,High School,Y,Y,Withdrawn
APP04266,Europe,Italy,Business,London,2019-07-07,2019-07-19,12,37,PhD,Y,Y,Approved
APP04267,Asia,Bangladesh,Tourist,Chennai,2020-03-22,2020-04-25,34,21,Master's,N,Y,Approved
APP04268,North America,USA,Student,Dubai,2022-12-20,2023-03-07,77,27,High School,Y,N,Approved
APP04269,Europe,Italy,Business,Berlin,2024-12-07,2024-12-19,12,26,Diploma,Y,Y,Approved
APP04270,Asia,UAE,Family,Sydney,2024-04-20,2024-07-19,90,32,Bachelor's,N,Y,Denied
APP04271,Oceania,Australia,Family,Paris,2020-06-23,2020-09-11,80,27,High School,Y,Y,Withdrawn
APP04272,Africa,Nigeria,Tourist,London,2020-06-15,2020-06-28,13,38,Bachelor's,Y,N,Approved
APP04273,Europe,Spain,Family,Sydney,2022-11-27,2023-03-09,102,35,Master's,Y,Y,Approved
APP04274,Africa,Kenya,Work,London,2023-10-20,2024-01-14,86,37,PhD,Y,Y,Approved
APP04275,Africa,Nigeria,Tourist,Dubai,2024-09-05,2024-09-22,17,32,Bachelor's,Y,Y,Denied
APP04276,Africa,Egypt,Family,Toronto,2022-02-18,2022-05-20,91,25,Master's,Y,N,Approved
APP04277,North America,USA,Work,Toronto,2022-10-15,2023-01-22,99,21,Master's,Y,Y,Denied
